,name,price,mrp,Rating,product_id
64,Turquiose Maheshwari Silk Cotton with Blue small border,"3,850","3,850",Share,https://thenmozhidesigns.com/products/maheshwari-01
65,Blue Maheshwari Silk Cotton with Turquiose small border,"3,850","3,850",Share,https://thenmozhidesigns.com/products/maheshwari-03
66,Orange Maheshwari Silk Cotton with Pink Small Border,"3,850","3,850",Share,https://thenmozhidesigns.com/products/maheshwari-04
67,Diva (Blue) - Maheshwari Silk Cotton Handloom Saree,"3,850","3,850",Share,https://thenmozhidesigns.com/products/maheswari-cotton-deep-blue-saree
68,Diva (Pink) - Maheshwari Silk Cotton Handloom Saree,"3,850","3,850",Share,https://thenmozhidesigns.com/products/maheswari-cotton-silk-pink-saree
69,Blue Magic Maheshwari Silk Cotton Saree with Jute Pallu,"3,850","3,850",Share,https://thenmozhidesigns.com/products/maheswari-silk-cotton-blue-jute-saree
70,Rust Orange Mangalagiri Handwoven saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/mangalagiri-02
71,Light Pink Mangalagiri Handwoven Saree,"5,000","5,000",Share,https://thenmozhidesigns.com/products/mangalagiri-03
72,Light Pink Mangalagiri Handwoven Saree,NA,NA,Share,https://thenmozhidesigns.com/products/mangalagiri-04
73,Half White Mangalagiri Handwoven saree,"5,000","5,000",Share,https://thenmozhidesigns.com/products/mangalagiri-05
74,Olive Green Mangalagiri Handwoven Saree,"4,500","4,500",Share,https://thenmozhidesigns.com/products/mangalagiri-06
75,Blue (Zari Border) - Mangalagiri Cotton Saree,"2,500","2,500",Share,https://thenmozhidesigns.com/products/mangalagiri-cotton-blue-zari-border-sarees
76,Carnation - Green Mangalagiri Plain Cotton Saree,"2,500","2,500",Share,https://thenmozhidesigns.com/products/mangalagiri-cotton-dark-grey-plain-saree
77,Magic - Pink Mangalagiri Plain Cotton Saree,"2,500","2,500",Share,https://thenmozhidesigns.com/products/mangalagiri-cotton-dark-pink-color-saree
